,equity
2015-11-27,1.3996964900652373
2015-11-30,1.3992499605458488
2015-12-01,1.3988034310264605
2015-12-02,1.4090736099723928
2015-12-03,1.4037152557397325
2015-12-04,1.3825643226581703
2015-12-07,1.3970086237583186
2015-12-08,1.3943923536533998
2015-12-09,1.3952644436883728
2015-12-10,1.387415633373616
2015-12-11,1.3887237684260754
2015-12-14,1.3778226429889133
2015-12-15,1.383055183198751
2015-12-16,1.3887237684260754
2015-12-17,1.400060938880724
2015-12-18,1.3887237684260754
2015-12-21,1.383927273233724
2015-12-22,1.383927273233724
2015-12-23,1.38567145330367
2015-12-24,1.390031903478535
2015-12-25,1.3869795883561293
2015-12-28,1.3843633182512105
2015-12-29,1.387415633373616
2015-12-30,1.398316758810778
2015-12-31,1.4026772089856427
2016-01-04,1.3922121285659672
2016-01-05,1.3821830931637782
2016-01-06,1.38567145330367
2016-01-07,1.3778226429889133
2016-01-08,1.3673575625692376
2016-01-11,1.361252932324427
2016-01-12,1.356892482149562
2016-01-13,1.3625610673768862
2016-01-14,1.3503518068872649
2016-01-15,1.3429390415899944
2016-01-18,1.3359623213102108
2016-01-19,1.3467049486255123
2016-01-20,1.3297622838277103
2016-01-21,1.320604086639709
2016-01-22,1.3325097429841104
2016-01-25,1.3467049486255123
2016-01-26,1.3210619964991093
2016-01-27,1.3311360134059103
2016-01-28,1.3242673655149095
2016-01-29,1.3334255627029106
2016-02-01,1.3457891289067119
2016-02-02,1.3403704517680253
2016-02-03,1.3276423717835504
2016-02-04,1.3391310724617842
2016-02-05,1.3605318559207005
2016-02-15,1.3803720235303638
2016-02-16,1.3667902323425962
2016-02-17,1.3635806286376595
2016-02-18,1.3679026316999103
2016-02-19,1.3728907332386775
2016-02-22,1.3683876765636824
2016-02-23,1.372467157194047
2016-02-24,1.3706739440974522
2016-02-25,1.3859876896371164
2016-02-26,1.393742446844703
2016-02-29,1.3832664836406323
2016-03-01,1.3909677816024804
2016-03-02,1.4093942708896459
2016-03-03,1.4137663803529545
2016-03-04,1.4208904302223182
2016-03-07,1.421163687063775
2016-03-08,1.4137630275082742
2016-03-09,1.3983570787398976
2016-03-10,1.40113174398212
2016-03-11,1.409056192384367
2016-03-14,1.4118422200446732
2016-03-15,1.3984526348132904
2016-03-16,1.4017818233118298
2016-03-17,1.4151326645602387
2016-03-18,1.4160332758952376
2016-03-21,1.404879851796567
2016-03-22,1.410537404656531
2016-03-23,1.409567314928987
2016-03-24,1.3934839052660104
2016-03-25,1.3994761837865726
2016-03-28,1.398717882081344
2016-03-29,1.3979174835484605
2016-03-30,1.4134042731274659
2016-03-31,1.4080507115185295
2016-04-01,1.407057896954818
2016-04-05,1.407696613866444
2016-04-06,1.4093361549151848
2016-04-07,1.4169793369025718
2016-04-08,1.414528034902864
2016-04-11,1.418596153115145
2016-04-12,1.4167528336174926
2016-04-13,1.4181304802428603
2016-04-14,1.4192154980352838
2016-04-15,1.4226368897625357
2016-04-18,1.4191346572246553
2016-04-19,1.4287601154947847
2016-04-20,1.4251964141377624
2016-04-21,1.435722483742891
2016-04-22,1.427574884900245
2016-04-25,1.4163292575728619
2016-04-26,1.414497300493293
2016-04-27,1.4164795767760356
2016-04-28,1.417268612890835
2016-04-29,1.4222259800200314
2016-05-03,1.4349073699472434
2016-05-04,1.423034388126318
2016-05-05,1.4207060237648936
2016-05-06,1.42284197209549
2016-05-09,1.4256667437387702
2016-05-10,1.420748120592548
2016-05-11,1.4340795898494698
2016-05-12,1.4256473717472833
2016-05-13,1.4249779204260864
2016-05-16,1.4292691890787665
2016-05-17,1.433633288968672
2016-05-18,1.4249779204260864
2016-05-19,1.4168109495919534
2016-05-20,1.4159103382569544
2016-05-23,1.420486226169175
2016-05-24,1.4172071440716936
2016-05-25,1.418576781123658
2016-05-26,1.424649900454849
2016-05-27,1.4235375010975349
2016-05-30,1.4231446594624753
2016-05-31,1.4323351792698906
2016-06-01,1.4347136500323732
2016-06-02,1.4313730991157496
2016-06-03,1.4297335580670092
2016-06-06,1.4380007417032579
2016-06-07,1.4421610631442512
2016-06-08,1.445378676422591
2016-06-13,1.4562862252446953
2016-06-14,1.4536344976407563
2016-06-15,1.4625824950162853
2016-06-16,1.4742209639787283
2016-06-17,1.4573906150286065
2016-06-20,1.4614393612494005
2016-06-21,1.4563476940638371
2016-06-22,1.4447285970928814
2016-06-23,1.4458523588682795
2016-06-24,1.4726702733140193
2016-06-27,1.4777198436719283
2016-06-28,1.4733169997990487
2016-06-29,1.4777198436719283
2016-06-30,1.479482322358952
